date, pm25, pm10, no2
2020/8/1, 24, 15, 4
2020/8/2, 37, 14, 4
2020/8/3, 36, 10, 5
2020/8/4, 24, 4, 3
2020/8/5, 5, 11, 4
2020/8/6, 14, 12, 6
2020/8/7, 15, 17, 4
2020/8/8, 31, 14, 8
2020/8/9, 33, 5, 1
2020/8/10, 10, 11, 4
2020/8/11, 14, 18, 5
2020/8/12, 18, 20, 7
2020/8/13, 25, 20, 5
2020/8/14, 32, 13, 5
2020/8/15, 31, 8, 3
2020/8/16, 22, 6, 3
2020/8/17, 8, 18, 6
2020/8/18, 23, 21, 5
2020/8/19, 29, , 
2020/8/26, 6, 5, 4
2020/8/27, 7, 5, 4
2020/8/28, 7, 10, 8
2020/8/29, 12, 8, 5
2020/8/30, 12, 5, 2
2020/8/31, 11, 5, 3
2020/9/1, 7, 12, 6
2020/9/2, 12, 21, 8
2020/9/3, 25, 17, 8
2020/9/4, 30, 9, 6
2020/9/5, 20, 6, 5
2020/9/6, 14, 4, 3
2020/9/7, 7, 10, 6
2020/9/8, 11, 6, 6
2020/9/9, 9, 16, 5
2020/9/10, 15, 5, 2
2020/9/11, 6, 10, 7
2020/9/12, 12, 5, 5
2020/9/13, 12, 4, 3
2020/9/14, 7, 8, 6
2020/9/15, 11, 8, 7
2020/9/16, 11, 3, 3
2020/9/17, 5, 5, 4
2020/9/18, 6, 6, 5
2020/9/19, 10, 5, 4
2020/9/20, 11, 4, 3
2020/9/21, 8, 10, 8
2020/9/22, 14, 12, 8
2020/9/23, 12, 16, 8
2020/9/24, 27, 28, 14
2020/9/25, 48, 10, 9
2020/9/26, 19, 3, 7
2020/9/27, 8, 7, 5
2020/9/28, 18, 10, 8
2020/9/29, 28, 9, 12
2020/9/30, 23, 1, 9
2020/10/1, 1, , 12
2020/4/2, 22, 8, 
2020/4/3, 8, 8, 
2020/4/4, 7, 29, 
2020/4/5, 18, 45, 
2020/4/6, 31, 51, 
2020/4/7, 48, 27, 
2020/4/8, 40, 26, 
2020/4/9, 26, 10, 
2020/4/10, 9, 9, 
2020/4/11, 9, 13, 
2020/4/12, 12, 4, 
2020/4/13, 6, 11, 
2020/4/14, 12, 11, 
2020/4/15, 12, 30, 
2020/4/16, 28, 11, 
2020/4/17, 9, 12, 
2020/4/18, 13, 7, 
2020/4/19, 9, 6, 
2020/4/20, 8, 14, 
2020/4/21, 12, 24, 
2020/4/22, 21, 33, 
2020/4/23, 29, 21, 
2020/4/24, 17, 13, 
2020/4/25, 10, 8, 
2020/4/26, 12, 10, 
2020/4/27, 17, 34, 
2020/4/28, 30, 20, 
2020/4/29, 21, 30, 
2020/4/30, 28, 25, 
2020/5/1, 30, 8, 
2020/5/2, 23, 15, 
2020/5/3, 35, 7, 
2020/5/4, 11, 13, 
2020/5/5, 11, 27, 
2020/5/6, 20, 23, 
2020/5/7, 20, 11, 
2020/5/8, 11, 28, 
2020/5/9, 23, 12, 
2020/5/10, 11, 5, 
2020/5/11, 9, 7, 
2020/5/12, 7, 13, 
2020/5/13, 11, 9, 
2020/5/14, 10, 13, 
2020/5/15, 11, 14, 
2020/5/16, 14, 11, 
2020/5/17, 10, 9, 
2020/5/18, 10, 11, 
2020/5/19, 10, 13, 
2020/5/20, 12, 19, 
2020/5/21, 16, 15, 
2020/5/22, 16, 22, 
2020/5/23, 28, 11, 
2020/5/24, 21, 13, 
2020/5/25, 31, 21, 
2020/5/26, 36, 24, 
2020/5/27, 30, 10, 
2020/5/28, 14, 9, 
2020/5/29, 10, 7, 
2020/5/30, 10, 9, 
2020/5/31, 9, 13, 
2020/6/1, 13, 32, 
2020/6/2, 33, 36, 
2020/6/3, 47, 26, 
2020/6/4, 30, 24, 
2020/6/5, 30, 30, 
2020/6/6, 40, 11, 
2020/6/7, 32, 9, 
2020/6/8, 14, 7, 
2020/6/9, 9, 13, 
2020/6/10, 11, 17, 
2020/6/11, 16, 22, 
2020/6/12, 23, 24, 
2020/6/13, 25, 13, 
2020/6/14, 16, 19, 
2020/6/15, 30, 34, 
2020/6/16, 47, 24, 
2020/6/17, 30, 25, 
2020/6/18, 35, 24, 
2020/6/19, 54, 17, 
2020/6/20, 45, 10, 
2020/6/21, 16, , 
2020/6/23, 44, 34, 
2020/6/24, 46, 31, 
2020/6/25, 51, 36, 9
2020/6/26, 59, 49, 7
2020/6/27, 62, 22, 4
2020/6/28, 39, 15, 4
2020/6/29, 17, 14, 6
2020/6/30, 24, 9, 5
2020/7/1, 15, 7, 2
2020/1/2, 13, 22, 4
2020/1/3, 26, 11, 2
2020/1/4, 11, 36, 
2020/1/5, 22, 20, 2
2020/1/6, 17, , 
2020/1/16, 9, 8, 5
2020/1/17, 20, 14, 7
2020/1/18, 27, 13, 5
2020/1/19, 39, 3, 
2020/1/20, 9, 4, 4
2020/1/21, 8, 44, 1
2020/1/22, 32, 31, 1
2020/1/23, 23, 39, 4
2020/1/24, 29, 43, 4
2020/1/25, 30, 69, 4
2020/1/26, 46, 10, 3
2020/1/27, 10, 10, 6
2020/1/28, 25, 7, 4
2020/1/29, 23, 3, 4
2020/1/30, 8, 6, 7
2020/1/31, 19, 4, 5
2020/2/1, 10, 4, 3
2020/2/2, 14, 2, 1
2020/2/3, 5, 5, 4
2020/2/4, 10, 12, 4
2020/2/5, 16, 5, 4
2020/2/6, 9, 45, 5
2020/2/7, 32, 6, 4
2020/2/8, 14, 4, 3
2020/2/9, 13, 5, 1
2020/2/10, 17, 3, 2
2020/2/11, 5, 60, 7
2020/2/12, 37, 29, 6
2020/2/13, 26, 88, 7
2020/2/14, 56, 123, 8
2020/2/15, 61, 12, 6
2020/2/16, 24, 3, 1
2020/2/17, 8, 6, 3
2020/2/18, 14, 53, 3
2020/2/19, 21, 38, 2
2020/2/20, 28, 54, 
2020/2/21, 34, 6, 
2020/2/22, 7, 5, 
2020/2/23, 11, 8, 
2020/2/24, 9, 61, 
2020/2/25, 38, 74, 
2020/2/26, 47, 117, 
2020/2/27, 63, 72, 
2020/2/28, 51, 79, 
2020/2/29, 56, 58, 
2020/3/1, 44, 17, 
2020/3/2, 15, 5, 
2020/3/3, 11, 4, 
2020/3/4, 11, 3, 
2020/3/5, 8, 2, 
2020/3/6, 7, 6, 
2020/3/7, 18, 7, 
2020/3/8, 16, 8, 
2020/3/9, 31, 3, 
2020/3/10, 8, 8, 
2020/3/11, 19, 8, 
2020/3/12, 20, 4, 
2020/3/13, 9, 48, 
2020/3/14, 30, 64, 
2020/3/15, 39, 21, 
2020/3/16, 19, 54, 
2020/3/17, 37, 54, 
2020/3/18, 34, 63, 
2020/3/19, 42, 53, 
2020/3/20, 35, 5, 
2020/3/21, 9, 43, 
2020/3/22, 32, 65, 
2020/3/23, 47, 57, 
2020/3/24, 40, 31, 
2020/3/25, 34, 28, 
2020/3/26, 38, 6, 
2020/3/27, 12, 19, 
2020/3/28, 31, 25, 
2020/3/29, 21, 11, 
2020/3/30, 11, 20, 
2020/3/31, 16, 11, 
2020/4/1, 11, 17, 
2019/12/29, 15, 6, 6
2019/12/30, 15, , 
2018/10/2, 10, 10, 6
2018/10/3, 17, 14, 2
2018/10/4, 26, 8, 3
2018/10/5, 15, 10, 3
2018/10/6, 20, 6, 2
2018/10/7, 9, 6, 2
2018/10/8, 13, 10, 4
2018/10/9, 15, 19, 7
2018/10/10, 22, 23, 5
2018/10/11, 29, 24, 5
2018/10/12, 30, 36, 6
2018/10/13, 61, 40, 4
2018/10/14, 80, 31, 4
2018/10/15, 67, 32, 5
2018/10/16, 65, 15, 6
2018/10/17, 25, 25, 3
2018/10/18, 31, 20, 4
2018/10/19, 22, 17, 4
2018/10/20, 18, 18, 2
2018/10/21, 19, 18, 4
2018/10/22, 23, 15, 4
2018/10/23, 16, 15, 3
2018/10/24, 14, 12, 4
2018/10/25, 12, 16, 4
2018/10/26, 13, 27, 6
2018/10/27, 20, 30, 1
2018/10/28, 25, 19, 3
2018/10/29, 19, 37, 4
2018/10/30, 33, 27, 3
2018/10/31, 25, 7, 3
2018/11/1, 20, 8, 4
2018/11/2, 19, 11, 4
2018/11/3, 30, 11, 4
2018/11/4, 23, 45, 5
2018/11/5, 43, 57, 6
2018/11/6, 48, 77, 5
2018/11/7, 60, 46, 4
2018/11/8, 54, 20, 7
2018/11/9, 54, 13, 4
2018/11/10, 34, 12, 2
2018/11/11, 27, 10, 
2018/11/12, 31, 10, 4
2018/11/13, 28, 6, 4
2018/11/14, 18, 5, 3
2018/11/15, 13, 7, 6
2018/11/16, 21, 8, 6
2018/11/17, 26, 8, 1
2018/11/18, 25, 5, 2
2018/11/19, 15, 15, 3
2018/11/20, 14, 24, 5
2018/11/21, 18, 8, 4
2018/11/22, 14, 7, 5
2018/11/23, 14, 8, 5
2018/11/24, 15, 6, 3
2018/11/25, 17, 6, 3
2018/11/26, 18, 5, 5
2018/11/27, 19, 5, 5
2018/11/28, 14, 5, 2
2018/11/29, 18, , 
2018/12/13, 25, 14, 3
2018/12/14, 20, 31, 4
2018/12/15, 30, 49, 2
2018/12/16, 43, 30, 3
2018/12/17, 37, 12, 7
2018/12/18, 25, 7, 4
2018/12/19, 20, 6, 8
2018/12/20, 16, 9, 5
2018/12/21, 31, 9, 4
2018/12/22, 34, 6, 1
2018/12/23, 25, 5, 2
2018/12/24, 19, 4, 1
2018/12/25, 15, 3, 2
2018/12/26, 10, 4, 5
2018/12/27, 11, 6, 4
2018/12/28, 15, 3, 1
2018/12/29, 9, 4, 
2018/12/30, 14, 4, 
2018/12/31, 14, , 
2018/7/2, 7, 9, 3
2018/7/3, 11, 15, 1
2018/7/4, 20, 10, 1
2018/7/5, 13, 12, 3
2018/7/6, 18, 15, 1
2018/7/7, 25, 12, 
2018/7/8, 20, 8, 1
2018/7/9, 13, 11, 2
2018/7/10, 18, 13, 2
2018/7/11, 26, 16, 3
2018/7/12, 31, 18, 3
2018/7/13, 41, 15, 3
2018/7/14, 39, 18, 2
2018/7/15, 45, 18, 2
2018/7/16, 50, 19, 2
2018/7/17, 51, 19, 2
2018/7/18, 50, 18, 2
2018/7/19, 41, 29, 3
2018/7/20, 70, 29, 2
2018/7/21, 72, 21, 1
2018/7/22, 59, 16, 1
2018/7/23, 54, 20, 2
2018/7/24, 59, 18, 2
2018/7/25, 45, 17, 2
2018/7/26, 46, 14, 1
2018/7/27, 36, 11, 2
2018/7/28, 28, 12, 2
2018/7/29, 30, 22, 2
2018/7/30, 58, 22, 3
2018/7/31, 58, 24, 3
2018/8/1, 56, 21, 3
2018/8/2, 55, 22, 2
2018/8/3, 55, 14, 1
2018/8/4, 35, 8, 
2018/8/5, 16, 7, 
2018/8/6, 13, 5, 1
2018/8/7, 8, 7, 2
2018/8/8, 11, 12, 3
2018/8/9, 19, 16, 3
2018/8/10, 36, 19, 3
2018/8/11, 48, 13, 1
2018/8/12, 27, 6, 
2018/8/13, 12, 5, 1
2018/8/14, 10, 6, 2
2018/8/15, 11, 8, 2
2018/8/16, 13, 11, 2
2018/8/17, 18, 12, 1
2018/8/18, 25, 7, 1
2018/8/19, 14, 5, 1
2018/8/20, 9, 4, 1
2018/8/21, 7, 5, 1
2018/8/22, 7, 7, 4
2018/8/23, 11, 10, 2
2018/8/24, 24, 6, 5
2018/8/25, 13, 9, 1
2018/8/26, 24, 8, 2
2018/8/27, 14, 7, 3
2018/8/28, 13, 11, 3
2018/8/29, 19, 12, 4
2018/8/30, 26, 13, 3
2018/8/31, 28, 8, 2
2018/9/1, 16, 9, 1
2018/9/2, 16, 9, 2
2018/9/3, 16, 12, 3
2018/9/4, 20, 14, 3
2018/9/5, 25, 14, 4
2018/9/6, 25, 12, 4
2018/9/7, 20, 17, 4
2018/9/8, 26, 17, 2
2018/9/9, 35, 21, 1
2018/9/10, 47, 13, 2
2018/9/11, 25, 11, 3
2018/9/12, 19, 10, 2
2018/9/13, 16, 7, 3
2018/9/14, 9, 9, 4
2018/9/15, 10, 8, 1
2018/9/16, 12, 6, 1
2018/9/17, 10, 6, 3
2018/9/18, 9, 12, 3
2018/9/19, 17, 17, 4
2018/9/20, 26, 14, 1
2018/9/21, 22, 12, 4
2018/9/22, 19, 13, 2
2018/9/23, 20, 11, 5
2018/9/24, 13, , 1
2018/9/26, 8, 5, 2
2018/9/27, 8, 7, 4
2018/9/28, 10, 7, 2
2018/9/29, 11, 6, 2
2018/9/30, 9, 7, 2
2018/10/1, 10, 7, 4
2018/4/2, 30, 26, 3
2018/4/3, 31, 55, 4
2018/4/4, 39, 36, 6
2018/4/5, 24, 7, 8
2018/4/6, 9, 13, 1
2018/4/7, 11, 9, 5
2018/4/8, 7, 7, 4
2018/4/9, 6, 1, 3
2018/4/10, 2, 1, 5
2018/4/11, 1, 1, 5
2018/4/13, 1, 1, 5
2018/4/14, 4, 4, 6
2018/4/15, 14, 3, 1
2018/4/16, 10, , 
2018/4/22, 2, 1, 1
2018/4/24, 1, 1, 4
2018/4/25, 1, 1, 2
2018/4/27, 1, 1, 3
2018/4/28, 1, 1, 5
2018/4/29, 3, 2, 3
2018/4/30, 9, , 
2018/5/16, 60, , 2
2018/5/18, 39, 31, 1
2018/5/19, 26, 24, 3
2018/5/20, 22, 30, 1
2018/5/21, 33, 30, 3
2018/5/22, 36, 41, 3
2018/5/23, 53, 41, 2
2018/5/24, 44, 35, 2
2018/5/25, 27, 38, 4
2018/5/26, 34, 39, 2
2018/5/27, 48, 30, 2
2018/5/28, 38, 33, 3
2018/5/29, 31, 39, 1
2018/5/30, 39, 32, 2
2018/5/31, 33, 31, 2
2018/6/1, 30, 33, 1
2018/6/2, 34, , 
2018/6/7, 8, 13, 
2018/6/8, 12, 11, 2
2018/6/9, 9, 12, 1
2018/6/10, 12, 13, 2
2018/6/11, 16, 16, 2
2018/6/12, 24, 15, 
2018/6/13, 17, 10, 1
2018/6/14, 9, 15, 2
2018/6/15, 15, 17, 1
2018/6/16, 22, 14, 2
2018/6/17, 17, 13, 2
2018/6/18, 21, 10, 1
2018/6/19, 22, 10, 1
2018/6/20, 14, 8, 1
2018/6/21, 9, 9, 2
2018/6/22, 9, 7, 
2018/6/23, 7, 5, 
2018/6/24, 6, 5, 
2018/6/25, 8, 5, 
2018/6/26, 7, 9, 3
2018/6/27, 13, 15, 1
2018/6/28, 22, 16, 3
2018/6/29, 26, 8, 
2018/6/30, 14, 4, 1
2018/7/1, 6, 5, 1
2018/2/14, 27, 9, 4
2018/2/15, 27, 8, 4
2018/2/16, 30, 14, 8
2018/2/17, 48, 14, 5
2018/2/18, 46, 10, 7
2018/2/19, 35, 9, 6
2018/2/20, 57, 9, 7
2018/2/21, 59, 8, 9
2018/2/22, 35, 11, 10
2018/2/23, 44, 9, 7
2018/2/24, 37, 7, 6
2018/2/25, 26, 7, 4
2018/2/26, 27, 5, 3
2018/2/27, 19, 4, 5
2018/2/28, 13, 6, 7
2018/3/1, 20, 7, 5
2018/3/2, 23, 9, 10
2018/3/3, 26, 9, 3
2018/3/4, 27, 4, 6
2018/3/5, 13, 5, 7
2018/3/6, 19, 8, 6
2018/3/7, 27, 9, 7
2018/3/8, 27, 10, 5
2018/3/9, 31, 9, 4
2018/3/10, 32, 9, 7
2018/3/11, 33, 15, 6
2018/3/12, 50, 14, 8
2018/3/13, 51, 7, 2
2018/3/14, 28, 3, 7
2018/3/15, 12, 7, 11
2018/3/16, 20, 8, 9
2018/3/17, 20, 8, 2
2018/3/18, 21, 6, 
2018/3/19, 14, 3, 2
2018/3/20, 6, 5, 10
2018/3/21, 10, 14, 7
2018/3/22, 27, 3, 3
2018/3/23, 7, 6, 9
2018/3/24, 14, 10, 5
2018/3/25, 24, 4, 4
2018/3/26, 14, 4, 5
2018/3/27, 12, 4, 4
2018/3/28, 11, 11, 8
2018/3/29, 17, 15, 8
2018/3/30, 24, 19, 4
2018/3/31, 24, 25, 5
2018/4/1, 27, 27, 4
2017/4/2, 26, 13, 8
2017/4/3, 28, 28, 8
2017/4/4, 36, 46, 4
2017/4/5, 41, 20, 9
2017/4/6, 19, 36, 5
2017/4/7, 24, 35, 4
2017/4/8, 25, 24, 6
2017/4/9, 21, 32, 7
2017/4/10, 27, 15, 9
2017/4/11, 19, 27, 2
2017/4/12, 18, 43, 6
2017/4/13, 37, 40, 7
2017/4/14, 36, 34, 2
2017/4/15, 41, 24, 3
2017/4/16, 30, 24, 4
2017/4/17, 31, 19, 4
2017/4/18, 25, 37, 9
2017/4/19, 33, 35, 6
2017/4/20, 34, 25, 5
2017/4/21, 22, 21, 1
2017/4/22, 17, 12, 2
2017/4/23, 12, 8, 3
2017/4/24, 13, 26, 6
2017/4/25, 29, 15, 5
2017/4/26, 16, 9, 4
2017/4/27, 14, 26, 5
2017/4/28, 22, 35, 9
2017/4/29, 44, 26, 4
2017/4/30, 42, 20, 4
2017/5/1, 28, 22, 3
2017/5/2, 33, 18, 1
2017/5/3, 18, 30, 7
2017/5/4, 25, 39, 7
2017/5/5, 34, 22, 1
2017/5/6, 23, 12, 4
2017/5/7, 19, 3, 4
2017/5/8, 8, 11, 3
2017/5/9, 13, 23, 7
2017/5/10, 21, 22, 7
2017/5/11, 22, 26, 5
2017/5/12, 28, 16, 9
2017/5/13, 25, 12, 3
2017/5/14, 22, 10, 3
2017/5/15, 25, 13, 5
2017/5/16, 23, 17, 7
2017/5/17, 24, 6, 3
2017/5/18, 19, 9, 10
2017/5/19, 31, 9, 2
2017/5/20, 23, 9, 4
2017/5/21, 19, 15, 3
2017/5/22, 21, 10, 1
2017/5/23, 11, 13, 4
2017/5/24, 19, 27, 6
2017/5/25, 23, 5, 
2017/5/26, 7, 9, 3
2017/5/27, 10, 11, 4
2017/5/28, 23, 12, 4
2017/5/29, 24, 14, 14
2017/5/30, 14, 21, 7
2017/5/31, 26, 15, 1
2017/6/1, 23, 8, 1
2017/6/2, 8, 8, 2
2017/6/3, 11, 12, 3
2017/6/4, 18, 14, 3
2017/6/5, 23, 7, 6
2017/6/6, 16, 15, 2
2017/6/7, 27, 27, 6
2017/6/8, 39, 15, 7
2017/6/9, 29, 19, 6
2017/6/10, 31, 10, 5
2017/6/11, 24, 12, 3
2017/6/12, 35, 17, 7
2017/6/13, 34, 12, 4
2017/6/14, 23, 10, 2
2017/6/15, 20, 10, 3
2017/6/16, 13, 23, 6
2017/6/17, 37, 15, 4
2017/6/18, 34, 9, 3
2017/6/19, 15, 9, 1
2017/6/20, 11, 6, 
2017/6/21, 8, 7, 
2017/6/22, 7, 7, 3
2017/6/23, 9, 7, 
2017/6/24, 12, 5, 1
2017/6/25, 14, 6, 1
2017/6/26, 11, 6, 2
2017/6/27, 8, , 
2017/1/9, 14, 6, 25
2017/1/10, 20, 4, 13
2017/1/11, 10, 4, 6
2017/1/12, 14, 4, 11
2017/1/13, 14, 5, 8
2017/1/14, 19, 5, 5
2017/1/15, 18, 3, 4
2017/1/16, 10, 3, 8
2017/1/17, 10, 3, 8
2017/1/18, 12, 4, 10
2017/1/19, 13, 4, 7
2017/1/20, 11, 9, 15
2017/1/21, 25, 10, 14
2017/1/22, 23, 3, 11
2017/1/23, 10, 2, 5
2017/1/24, 6, 6, 11
2017/1/25, 16, 5, 11
2017/1/26, 18, 9, 16
2017/1/27, 21, 6, 11
2017/1/28, 21, 12, 8
2017/1/29, 40, 16, 7
2017/1/30, 44, 13, 8
2017/1/31, 37, 10, 9
2017/2/1, 14, 21, 14
2017/2/2, 39, 13, 19
2017/2/3, 33, 13, 8
2017/2/4, 35, 14, 7
2017/2/5, 47, 9, 4
2017/2/6, 31, 4, 7
2017/2/7, 12, 6, 7
2017/2/8, 19, 5, 1
2017/2/9, 18, 7, 1
2017/2/10, 23, 6, 1
2017/2/11, 24, 9, 1
2017/2/12, 37, 4, 1
2017/2/13, 15, 3, 1
2017/2/14, 9, 3, 6
2017/2/15, 7, 9, 9
2017/2/16, 21, 14, 7
2017/2/17, 29, 4, 4
2017/2/18, 11, 2, 2
2017/2/19, 4, 1, 2
2017/2/20, 2, 6, 20
2017/2/21, 12, 5, 17
2017/2/22, 11, 4, 10
2017/2/23, 14, 3, 8
2017/2/24, 8, 4, 5
2017/2/25, 11, 5, 10
2017/2/26, 15, 6, 12
2017/2/27, 19, 7, 16
2017/2/28, 18, 18, 15
2017/3/1, 56, 15, 19
2017/3/2, 50, 5, 10
2017/3/3, 20, 6, 15
2017/3/4, 23, 6, 8
2017/3/5, 21, 20, 7
2017/3/6, 27, 34, 12
2017/3/7, 35, 64, 6
2017/3/8, 51, 6, 12
2017/3/9, 19, 11, 13
2017/3/10, 32, 8, 6
2017/3/11, 30, 4, 7
2017/3/12, 15, 5, 10
2017/3/13, 16, 6, 10
2017/3/14, 13, 5, 12
2017/3/15, 16, 20, 3
2017/3/16, 14, 86, 12
2017/3/17, 52, 41, 9
2017/3/18, 28, 63, 3
2017/3/19, 41, 81, 4
2017/3/20, 52, 101, 10
2017/3/21, 55, 7, 13
2017/3/22, 22, 16, 5
2017/3/23, 16, 85, 4
2017/3/24, 51, 65, 7
2017/3/25, 41, 38, 7
2017/3/26, 35, 71, 3
2017/3/27, 48, 80, 4
2017/3/28, 51, 44, 3
2017/3/29, 29, 63, 7
2017/3/30, 43, 76, 11
2017/3/31, 57, 10, 11
2017/4/1, 30, 16, 7
2025/11/7, , 6, 5
2025/6/9, , 13, 2
2025/1/1, , 4, 2
2025/3/4, , 22, 2
2025/3/13, , 98, 3
2024/12/2, , 5, 1
2024/8/19, , 7, 1
2024/8/23, , 9, 
2024/8/30, , 23, 2
2024/4/25, , 9, 6
2024/5/3, , 26, 3
2024/5/13, , 25, 3
2024/2/15, , 7, 10
2024/3/19, , 43, 5
2023/10/11, , 7, 3
2023/12/13, , 5, 3
2023/4/3, , 39, 
2023/4/17, , 53, 
2023/2/6, , 9, 
2023/2/15, , 7, 
2023/2/22, , 8, 
2023/2/27, , 2, 
2023/3/15, , 6, 
2023/3/19, , 5, 
2022/8/17, , 19, 
2022/8/22, , 8, 
2022/9/23, , 13, 
2022/9/26, , 7, 
2022/5/23, , 36, 
2021/6/28, , 17, 
2021/1/24, , 7, 
2021/2/1, , 4, 
2020/10/6, , 7, 11
2020/12/31, , 3, 
2020/8/25, , 5, 6
2020/6/22, , 26, 
2020/1/1, , 15, 2
2020/1/15, , 3, 2
2019/12/28, , 4, 5
2018/12/12, , 4, 4
2018/9/25, , 6, 3
2018/4/12, , 1, 3
2018/4/21, , 1, 
2018/4/23, , 1, 4
2018/4/26, , 1, 2
2018/5/15, , 53, 3
2018/5/17, , 48, 1
2018/6/6, , 8, 
2018/2/13, , 8, 2
2017/1/8, , 4, 9
2025/3/10, , , 3
2025/3/11, , , 5
2025/3/12, , , 6
2020/10/2, , , 8
2020/10/3, , , 7
2020/10/4, , , 6
2020/10/5, , , 6
2018/12/11, , , 3
2018/4/20, , , 5
2018/5/14, , , 4
2018/6/5, , , 
